ProcesoSancionId;Expediente;ProcesoSancionTipoNombre;ProcesoSancionEstado;FechaInicio;FechaTermino;ConfirmaPdC;MultaTotalUTA;LinkSNIFA;UnidadFiscalizableId;Nombre;RegionNombre;ComunaNombre;Latitud;Longitud;CategoriaEconomicaNombre;SubCategoriaEconomicaNombre;LinkSNIFA_UF;FechaActualizacion
3453;D-233-2023;Denuncia;Terminado - Sanción;29-09-2023;01-07-2024;No;8.5;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3453                          ;19524;BODEGUITA DE NICANOR;Región del Biobío;Concepción;-36.8135;-73.05766;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19524                         ;20-05-26
3454;F-043-2023;Fiscalización;Terminado - Sanción;28-09-2023;28-08-2024;No;21.5;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3454                          ;8675;PLANTA LACTEOS SAN IGNACIO;Región de Ñuble;Bulnes;-36.712916;-72.2974455;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8675                          ;20-05-26
3455;D-235-2023;Denuncia;Terminado - Sanción;29-09-2023;28-08-2025;No;13.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3455                          ;19850;Pub Lab Music Club;Región de Ñuble;Chillán;-36.637487;-72.076114;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/19850                         ;20-05-26
3456;D-226-2023;Denuncia;Terminado - Sanción;29-09-2023;26-04-2024;No;1.6;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3456                          ;22054;PUB SANTA BISTRO;Región de Antofagasta;Antofagasta;-23.68955;-70.42007;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22054                         ;20-05-26
3457;D-236-2023;Denuncia;Terminado - Sanción;29-09-2023;05-07-2024;No;1.8;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3457                          ;18755;TALLER MECÁNICO IMPORT EXPORT JFCAR;Región de Tarapacá;Iquique;-20.213062518348785;-70.13319533072466;Equipamiento;Otros equipamientos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18755                         ;20-05-26
3458;F-039-2023;Fiscalización;Terminado - Sanción;29-09-2023;17-06-2025;No;1.1;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3458                          ;9667;SISTEMA DE TRATAMIENTO DE AGUAS SERVIDAS DE POSESION;Región de Magallanes y la Antártica Chilena;San Gregorio;-52.260681;-68.930158;Saneamiento Ambiental;Planta de Tratamiento de Aguas Servidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9667                          ;20-05-26
3459;F-044-2023;Fiscalización;Programa de Cumplimiento en ejecución;29-09-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3459                          ;9981;UNIFRUTTI TRADERS TENO;Región del Maule;Teno;-34.8097555;-71.0553575;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9981                          ;20-05-26
3460;F-045-2023;Fiscalización;Terminado - Sanción;10-11-2023;31-12-2025;No;40.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3460                          ;14189;INMAFOR;Región del Maule;Talca;-35.43153538807623;-71.63715005619451;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14189                         ;20-05-26
3461;F-041-2023;Fiscalización;Terminado - PDC Satisfactorio;03-10-2023;22-04-2026;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3461                          ;4305;CES MAÑIHUEICO (RNA 102682);Región de los Lagos;Hualaihué;-41.781189;-72.73;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4305                          ;20-05-26
3462;D-234-2023;Denuncia;En curso;29-09-2023;30-12-2025;No;33.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3462                          ;21549;TERRAZA BORDERIO TALCA;Región del Maule;Talca;-35.434713;-71.665998;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21549                         ;20-05-26
3463;F-046-2023;Fiscalización;Programa de Cumplimiento en ejecución;04-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3463                          ;11243;BAYAS DEL SUR;Región de los Lagos;Purranque;-40.85644;-73.16811;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11243                         ;20-05-26
3464;F-040-2023;Fiscalización;Terminado - Sanción;05-10-2023;07-02-2025;No;26.1;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3464                          ;8605;PLANTA DE PROCESO DE RECURSOS HIDROBIOLOGICOS;Región de los Lagos;Chonchi;-42.614089;-73.787509;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8605                          ;20-05-26
3465;F-049-2023;Fiscalización;Programa de Cumplimiento en ejecución;06-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3465                          ;11457;FORESTAL RIO CALLE CALLE;Región de Los Ríos;Valdivia;-39.870805;-73.263734;Forestal;Explotación forestal;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11457                         ;20-05-26
3466;D-238-2023;Denuncia;Terminado - Absolución;06-10-2023;26-01-2026;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3466                          ;10305;CLEANAIRTECH SUDAMERICA;Región de Atacama;Copiapó;-26.875326756987583;-70.80976397031918;Saneamiento Ambiental;Planta desaladora;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/10305                         ;20-05-26
3467;D-239-2023;Denuncia;Terminado - Sanción;06-10-2023;11-10-2024;No;32.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3467                          ;18166;PROYECTO NEW EGAÑA STYLE;Región Metropolitana;Ñuñoa;-33.45614112002575;-70.57184132255146;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18166                         ;20-05-26
3468;D-237-2023;Denuncia;Terminado - Sanción;11-10-2023;15-10-2024;No;14.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3468                          ;22049;Hotel del Valle Azapa;Región de Arica y Parinacota;Arica;-18.48973;-70.28493;Equipamiento;Centro de detención / rehabilitación conductual;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22049                         ;20-05-26
3469;D-240-2023;Denuncia;Programa de Cumplimiento en ejecución;11-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3469                          ;18372;CONSTRUCTORA BOETSCH SUR VALDIVIA;Región de Los Ríos;Valdivia;-39.816586320236176;-73.25823450145958;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18372                         ;20-05-26
3470;D-241-2023;Denuncia;Programa de Cumplimiento en ejecución;11-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3470                          ;18944;MUEBLERÍA INNOVA A&N;Región Metropolitana;El Bosque;-33.550436258772315;-70.67189154002205;Equipamiento;Otros equipamientos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18944                         ;20-05-26
3471;D-243-2023;Denuncia;Programa de Cumplimiento en ejecución;16-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3471                          ;1381;TECK CARMEN DE ANDACOLLO;Región de Coquimbo;Andacollo;-30.2462;-71.0965;Minería;Minera metálica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/1381                          ;20-05-26
3472;F-050-2023;Fiscalización;Terminado - PDC Satisfactorio;16-10-2023;16-09-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3472                          ;22077;Leñería Angelina Arriagada;Región de Ñuble;Chillán;-36.642323;-72.095107;Otras categorías;Otros;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22077                         ;20-05-26
3473;F-048-2023;Fiscalización;Programa de Cumplimiento en ejecución;17-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3473                          ;2492;CES QUILLAIPE (RNA 103536);Región de los Lagos;Puerto Montt;-41.5896670888524;-72.7499270578846;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2492                          ;20-05-26
3474;F-047-2023;Fiscalización;Programa de Cumplimiento en ejecución;18-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3474                          ;5750;CT LAJA;Región del Biobío;Cabrero;-37.173868;-72.411868;Energía;Central termoeléctrica;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5750                          ;20-05-26
3475;F-051-2023;Fiscalización;Programa de Cumplimiento en ejecución;23-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3475                          ;11413;SURLAT INDUSTRIAL S.A. (PLANTA PITRUFQUEN);Región de la Araucanía;Pitrufquén;-38.980406;-72.633537;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11413                         ;20-05-26
3476;F-052-2023;Fiscalización;Programa de Cumplimiento en ejecución;24-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3476                          ;4144;CES ENSENADA QUETEN (RNA 102039);Región de los Lagos;Hualaihué;-41.954163;-72.837228;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4144                          ;20-05-26
3477;D-249-2023;Denuncia;En curso;25-10-2023;;No;107.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3477                          ;21273;EDIFICIO MIRADOR DEL BOSQUE II;Región de Magallanes y la Antártica Chilena;Punta Arenas;-53.125572;-70.903349;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21273                         ;20-05-26
3478;D-251-2023;Denuncia;En curso;26-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3478                          ;21519;PROYECTO ALICANTE 937 - LAS CONDES;Región Metropolitana;Las Condes;-33.4221;-70.58192;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21519                         ;20-05-26
3479;F-054-2023;Fiscalización;Programa de Cumplimiento en ejecución;26-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3479                          ;2658;COMPLEJO INDUSTRIAL GREGORIO;Región de Magallanes y la Antártica Chilena;San Gregorio;-52.6214146;-70.2031799;Minería;Hidrocarburos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2658                          ;20-05-26
3480;F-053-2023;Fiscalización;Programa de Cumplimiento en ejecución;25-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3480                          ;3841;CCU  - QUILICURA;Región Metropolitana;Quilicura;-33.3589585;-70.7054115;Instalación fabril;Embotelladora;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3841                          ;20-05-26
3481;F-056-2023;Fiscalización;Programa de Cumplimiento en ejecución;26-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3481                          ;8701;PLANTA PESQUERA RACHID OSMAN CHELECH;Región de los Lagos;Calbuco;-41.776723;-73.126603;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8701                          ;20-05-26
3482;D-245-2023;Denuncia;En curso;30-10-2023;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3482                          ;4596;CES PASO VATTUONE (RNA 120094);Región de Magallanes y la Antártica Chilena;Natales;-51.77483333333333;-72.95705566666668;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/4596                          ;20-05-26
3483;F-055-2023;Fiscalización;Terminado - Archivado;30-10-2023;02-04-2024;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3483                          ;9806;TALLER DE LAVADO Y REPARACION DE REDES DURAN;Región de los Lagos;Ancud;-41.837605;-73.537752;Pesca y Acuicultura;Centro de redes;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9806                          ;20-05-26
3484;D-242-2023;Denuncia;Terminado - Sanción;30-10-2023;23-07-2024;No;2.3;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3484                          ;22011;RESTOBAR HUANHUALI 430;Región de Coquimbo;La Serena;;-71.253729;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22011                         ;20-05-26
3485;D-248-2023;Denuncia;Terminado - Sanción;30-10-2023;18-12-2024;No;33.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3485                          ;21312;EDIFICIO HERAS 1565 - CONSTRUCTORA AVATAR LTDA;Región del Biobío;Concepción;-36.81755;-73.041653;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21312                         ;20-05-26
3486;D-255-2023;Denuncia;En curso;30-10-2023;;No;22.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3486                          ;18742;EDIFICIO SAN FRANCISCO - NUEVA VALDÉS;Región Metropolitana;Santiago;-33.45277631599311;-70.64655971328561;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18742                         ;20-05-26
3488;D-246-2023;Denuncia;Terminado - Archivado;31-10-2023;20-03-2024;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3488                          ;21105;DON SALVAJE RESTOBAR;Región de Tarapacá;Iquique;-20.224676;-70.149835;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21105                         ;20-05-26
3489;D-250-2023;Denuncia;Terminado - Sanción;31-10-2023;16-08-2024;No;29.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3489                          ;21310;EDIFICIO VIVO RENGO- CONSTRUCTORA AVATAR LTDA;Región del Biobío;Concepción;-36.82049;-73.05652;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21310                         ;20-05-26
3490;D-247-2023;Denuncia;Terminado - PDC Satisfactorio;31-10-2023;22-12-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3490                          ;21036;PROYECTO CONSTRUCTORA COPAHUE-REÑACA;Región de Valparaíso;Viña del Mar;-32.956772;-71.543409;Vivienda e Inmobiliarios;Proyecto Inmobiliario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21036                         ;20-05-26
3491;D-256-2023;Denuncia;Programa de Cumplimiento en ejecución;31-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3491                          ;21243;Proyecto Edificio Thiers;Región de la Araucanía;Temuco;-38.738669;-72.603558;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21243                         ;20-05-26
3492;F-058-2023;Fiscalización;Programa de Cumplimiento en ejecución;31-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3492                          ;8437;PISCICULTURA HORNOPIRÉN;Región de los Lagos;Hualaihué;-41.925083;-72.472528;Pesca y Acuicultura;Centro de cultivo de peces;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8437                          ;20-05-26
3493;D-253-2023;Denuncia;En curso;31-10-2023;;No;197.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3493                          ;21487;PROYECTO PARQUE CURICÓ;Región Metropolitana;Santiago;-33.44429555715471;-70.63579845890726;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21487                         ;20-05-26
3494;D-252-2023;Denuncia;Terminado - PDC Satisfactorio;31-10-2023;02-09-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3494                          ;22057;Constructora QBO;Región de Antofagasta;Antofagasta;-23.66045;-70.40133;Otras categorías;Otros;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22057                         ;20-05-26
3495;D-254-2023;Denuncia;Terminado - Sanción;31-10-2023;29-07-2024;No;13.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3495                          ;21741;PUB Decibel - OHiggins 775;Región de Ñuble;Chillán;-36.60795;-72.109463;Equipamiento;Discoteca / pub;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21741                         ;20-05-26
3496;D-258-2023;Denuncia;Programa de Cumplimiento en ejecución;31-10-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3496                          ;21007;Kaya Café Bar;Región de Atacama;Copiapó;-27.362382;-70.341082;Equipamiento;Restorán / Servicio de comidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/21007                         ;20-05-26
3497;F-059-2023;Fiscalización;Programa de Cumplimiento en ejecución;02-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3497                          ;11251;LACTEOS PELALES;Región de la Araucanía;Freire;-38.977378;-72.555321;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11251                         ;20-05-26
3498;F-057-2023;Fiscalización;Terminado - PDC Satisfactorio;03-11-2023;31-03-2026;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3498                          ;8010;CES BAHÍA EDWARDS (RNA 102424);Región de los Lagos;Chaitén;-42.737106;-73.010856;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/8010                          ;20-05-26
3499;F-060-2023;Fiscalización;Programa de Cumplimiento en ejecución;03-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3499                          ;11363;AGROINDUSTRIAL CEPIA S.A.;Región del Maule;Talca;-35.444851;-71.640821;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11363                         ;20-05-26
3500;F-061-2023;Fiscalización;Terminado - Sanción;03-11-2023;13-11-2024;No;64.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3500                          ;3015;AGRICOLA Y COMERCIAL BODEGA LAS MERCEDES LTDA. (SISTEMA DE TRATAMIENTO DE RILES) - ISLA DE MAIPO;Región Metropolitana;Isla de Maipo;-33.786364;-70.893441;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3015                          ;20-05-26
3501;F-063-2023;Fiscalización;Programa de Cumplimiento en ejecución;08-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3501                          ;11430;WALMART CHILE ALIMENTOS Y SERVICIOS;Región de los Lagos;Puerto Montt;-41.52442;-73.042607;Equipamiento;Centro comercial;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11430                         ;20-05-26
3502;D-259-2023;Denuncia;En curso;08-11-2023;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3502                          ;5093;CES SOLEDAD (RNA 110384);Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.458821;-73.842906;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5093                          ;20-05-26
3503;F-062-2023;Fiscalización;Terminado - PDC Satisfactorio;06-11-2023;03-12-2025;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3503                          ;2700;SAN ALFONSO DEL MAR;Región de Valparaíso;Algarrobo;-33.34968;-71.652252;Vivienda e Inmobiliarios;Conjunto habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2700                          ;20-05-26
3504;F-065-2023;Fiscalización;Terminado - Sanción;10-11-2023;22-07-2024;No;45.6;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3504                          ;11351;FRUTAL LTDA.;Región del Libertador General Bernardo O'Higgins;Quinta de Tilcoco;-34.338964;-70.974831;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11351                         ;20-05-26
3505;F-066-2023;Fiscalización;Terminado - Sanción;13-11-2023;07-02-2025;No;1.5;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3505                          ;11410;SERVICIOS Y PROYECTOS EN ACUICULTURAS LTDA. (PISC. SAN PEDRO);Región de la Araucanía;Curacautín;-38.49861111;-71.86238889;Pesca y Acuicultura;Centro de cultivo de peces;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11410                         ;20-05-26
3506;F-064-2023;Fiscalización;Programa de Cumplimiento en ejecución;13-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3506                          ;11370;DAVID DEL CURTO S.A. (EL ROMERAL);Región del Maule;Romeral;-34.933438;-71.172551;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11370                         ;20-05-26
3507;F-067-2023;Fiscalización;Programa de Cumplimiento en ejecución;15-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3507                          ;14915;ETFA 023-01- SGS SANTIAGO;Región Metropolitana;Pudahuel;-33.4495896;-70.7784174;ETFA;Agua potable/bebida;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14915                         ;20-05-26
3508;D-261-2023;Denuncia;Programa de Cumplimiento en ejecución;15-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3508                          ;5020;CES PUNTA PAREDES (RNA 110201);Región de Aysén del General Carlos Ibáñez del Campo;Cisnes;-44.607511;-72.92248;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5020                          ;20-05-26
3510;D-260-2023;Denuncia;Programa de Cumplimiento en ejecución;15-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3510                          ;5011;CES ANGOSTURA (RNA 110059);Región de Aysén del General Carlos Ibáñez del Campo;Cisnes;-44.63116;-72.890307;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/5011                          ;20-05-26
3511;D-262-2023;Denuncia;Terminado - Sanción;17-11-2023;26-11-2025;No;227.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3511                          ;22311;UNIVERSIDAD DE LAS AMERICAS REPUBLICA 71 - SANTIAGO;Región Metropolitana;Santiago;-33.44928;-70.66787;Equipamiento;Establecimiento educacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22311                         ;20-05-26
3512;F-069-2023;Fiscalización;Programa de Cumplimiento en ejecución;17-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3512                          ;2454;PLANTA PRODUCTORA DE INULINA-ORAFTI;Región de Ñuble;Pemuco;-36.90612125;-72.34410825;Agroindustrias;Planta procesadora de productos agrícolas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2454                          ;20-05-26
3513;F-070-2023;Fiscalización;En curso;21-11-2023;;No;47.3;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3513                          ;9403;PROCESADORA DE PRODUCTOS DEL MAR RIA AUSTRAL;Región de los Lagos;Llanquihue;-41.264626;-73.002435;Pesca y Acuicultura;Elaboración y procesado de recursos hidrobiológicos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9403                          ;20-05-26
3514;F-072-2023;Fiscalización;Programa de Cumplimiento en ejecución;22-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3514                          ;11442;DAVILA Y DIAZ LIMITADA;Región de los Lagos;Quellón;-43.120383;-73.639857;Otras categorías;Otros;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/11442                         ;20-05-26
3515;D-257-2023;Denuncia;En curso;22-11-2023;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3515                          ;9354;RELLENO SANITARIO LA LAJA;Región de los Lagos;Puerto Varas;-41.384822;-73.047875;Saneamiento Ambiental;Relleno sanitario;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9354                          ;20-05-26
3516;F-074-2023;Fiscalización;Programa de Cumplimiento en ejecución;23-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3516                          ;2025;VIÑA VON SIEBENTHAL;Región de Valparaíso;Panquehue;-32.770421;-70.834809;Agroindustrias;Vinificación / producción de alcohol;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/2025                          ;20-05-26
3517;F-073-2023;Fiscalización;En curso;24-11-2023;;No;25.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3517                          ;14190;MADERAS JE;Región del Maule;Talca;-35.428434570453064;-71.63726666357422;Forestal;Aserradero / procesadora de madera;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/14190                         ;20-05-26
3518;D-264-2023;Denuncia;En curso;24-11-2023;;No;83.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3518                          ;22067;Edificio Rozas;Región del Biobío;Concepción;-37.0841;-73.15739;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/22067                         ;20-05-26
3519;D-266-2023;Denuncia;En curso;27-11-2023;;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3519                          ;18095;DEMOLICIÓN SAN FRANCISCO 210;Región Metropolitana;Santiago;-33.446959113863294;-70.64687049857538;Vivienda e Inmobiliarios;Edificio Habitacional;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/18095                         ;20-05-26
3520;F-078-2023;Fiscalización;En curso;28-11-2023;;No;6.0;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3520                          ;3167;ALCANTARILLADO Y PTAS LOCALIDAD DE LLICO;Región del Maule;Vichuquén;-34.77486208698872;-72.06288601855469;Saneamiento Ambiental;Planta de Tratamiento de Aguas Servidas;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/3167                          ;20-05-26
3521;F-080-2023;Fiscalización;Programa de Cumplimiento en ejecución;28-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3521                          ;7507;INDUSTRIAS DEL SUR;Región de Los Ríos;Río Bueno;-40.300684;-72.776665;Agroindustrias;Elaboración de productos lácteos;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/7507                          ;20-05-26
3522;F-076-2023;Fiscalización;Terminado - Absolución;28-11-2023;02-09-2024;No;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3522                          ;13123;PISCICULTURA POLCURA (CAMINO PUBLICO VILLA LOS RASTROJOS);Región del Biobío;Tucapel;-37.285793;-71.75896;Pesca y Acuicultura;Centro de cultivo de peces;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/13123                         ;20-05-26
3523;D-267-2023;Denuncia;Programa de Cumplimiento en ejecución;29-11-2023;;Sí;;https://snifa.sma.gob.cl/Sancionatorio/Ficha/3523                          ;9273;CES ROUSSE (RNA 110730);Región de Aysén del General Carlos Ibáñez del Campo;Aysén;-45.101894;-73.500172;Pesca y Acuicultura;Centro de engorda de salmones;http://snifa.sma.gob.cl/UnidadFiscalizable/Ficha/9273                          ;20-05-26
